step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,T1_stopped,T1_accumulated_waiting_time,T1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,14.415706089909078,0,0.0,0.9445798945801481,0,0.0
10.0,0,0.0,0.0,14.144013948982082,0,0.0,0.9335517661407374,0,0.0
15.0,0,0.0,0.0,13.417450226509995,0,0.0,0.9347559472729913,0,0.0
20.0,0,0.0,0.0,13.345856456825752,0,0.0,0.9291132024466714,0,0.0
25.0,2,3.0,0.06976744186046512,11.893317123112434,2,3.0,0.8710045225387185,2,3.0
30.0,2,13.0,0.2549019607843137,12.619926037039969,2,13.0,0.900954232187941,2,13.0
35.0,2,23.0,0.3898305084745763,12.237914506745964,2,23.0,0.8819555655242007,2,23.0
40.0,2,3.0,0.045454545454545456,11.787169467327473,2,3.0,0.849145642480692,2,3.0
45.0,7,28.0,0.37333333333333335,11.542600923963954,7,28.0,0.7908570934453442,7,28.0
50.0,3,14.0,0.175,11.3898583932999,3,23.0,0.8208721919582898,3,23.0
55.0,4,34.0,0.38202247191011235,11.579335247214887,4,34.0,0.804322735958993,4,34.0
60.0,10,72.0,0.7659574468085106,11.0220498444476,10,72.0,0.7460343742895843,10,72.0
65.0,10,98.0,0.9607843137254902,10.161280253431135,10,107.0,0.6881364530557961,10,107.0
70.0,16,162.0,1.4727272727272727,9.596049955458225,16,163.0,0.626042030065603,16,163.0
75.0,10,181.0,1.547008547008547,9.800672063304381,10,206.0,0.6591511567336756,10,206.0
80.0,13,244.0,2.0,10.59445839477151,13,244.0,0.7134182514896563,13,244.0
85.0,16,312.0,2.5365853658536586,10.465775653463638,16,312.0,0.6864010029184633,16,312.0
90.0,18,402.0,3.1653543307086616,10.433020888091972,18,402.0,0.6828461395739496,18,402.0
95.0,12,134.0,1.0229007633587786,10.208833275632438,12,289.0,0.6704010311553963,12,289.0
100.0,15,91.0,0.6691176470588235,9.852478418662496,14,239.0,0.6451967846637265,14,239.0
105.0,22,180.0,1.267605633802817,9.768604227443937,21,228.0,0.5923079705055857,21,228.0
110.0,28,306.0,2.095890410958904,9.507275511133793,28,319.0,0.5395139891007655,28,319.0
115.0,17,191.0,1.2733333333333334,9.351612577476711,17,315.0,0.5240619681331612,17,315.0
