step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,T1_stopped,T1_accumulated_waiting_time,T1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.277423103002024,0,0.0,0.9491965511750642,0,0.0
10.0,0,0.0,0.0,13.916755816520864,0,0.0,0.9698388509206121,0,0.0
15.0,0,0.0,0.0,13.884326328033183,0,0.0,0.94725806121417,0,0.0
20.0,0,0.0,0.0,13.101546585272185,0,0.0,0.93943938179048,0,0.0
25.0,1,1.0,0.023255813953488372,13.147775191598605,1,1.0,0.9141795130175259,1,1.0
30.0,2,7.0,0.13725490196078433,12.824242822166601,2,7.0,0.8929152863354651,2,7.0
35.0,3,18.0,0.3050847457627119,11.515407463899887,3,18.0,0.8309328108281453,3,18.0
40.0,6,43.0,0.6515151515151515,11.019402698537597,6,43.0,0.8013494983147369,6,43.0
45.0,2,7.0,0.09333333333333334,10.946349202956025,2,14.0,0.8299517296428789,2,14.0
50.0,3,18.0,0.2222222222222222,12.350441497441219,3,18.0,0.859656154673457,3,18.0
55.0,6,37.0,0.4065934065934066,11.52955633147592,6,37.0,0.7916046782491384,6,37.0
60.0,10,80.0,0.8333333333333334,10.590980939608068,10,80.0,0.7193556351459953,10,80.0
65.0,7,92.0,0.8761904761904762,10.879527665464728,7,99.0,0.7469090534773721,7,99.0
70.0,9,135.0,1.238532110091743,10.904163014644045,9,135.0,0.7520166193308264,9,135.0
75.0,14,192.0,1.6551724137931034,10.650372389495244,14,192.0,0.7135122932402449,14,192.0
80.0,18,251.0,2.074380165289256,10.317172812486723,18,258.0,0.6787238565784295,18,258.0
85.0,22,351.0,2.808,9.886093890479627,22,351.0,0.6259085130597761,22,351.0
90.0,14,126.0,0.984375,9.402056075613395,14,259.0,0.5986798821282682,14,259.0
95.0,22,178.0,1.3383458646616542,9.374009123787868,22,250.0,0.5850555542355591,22,250.0
100.0,14,64.0,0.46715328467153283,9.46263222797996,14,231.0,0.6062167790138527,14,231.0
105.0,13,95.0,0.6884057971014492,10.899245199186483,13,191.0,0.7027555423073613,13,191.0
110.0,15,168.0,1.1830985915492958,10.768408360581708,15,242.0,0.67467155469661,15,242.0
115.0,18,185.0,1.2847222222222223,10.049551953244743,18,286.0,0.593273520839315,18,286.0
120.0,27,307.0,2.0604026845637584,9.922380913844428,27,379.0,0.5866196018703399,27,379.0
125.0,23,230.0,1.5436241610738255,9.497958345181772,23,377.0,0.5461477698404877,23,377.0
130.0,30,263.0,1.730263157894737,9.374409097578457,30,411.0,0.5467494657865946,30,411.0
