step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,T1_stopped,T1_accumulated_waiting_time,T1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,16.023244877449923,0,0.0,0.9601778102821049,0,0.0
10.0,0,0.0,0.0,14.948523445508348,0,0.0,0.9666692000473583,0,0.0
15.0,0,0.0,0.0,14.23384056132401,0,0.0,0.9392544682281619,0,0.0
20.0,0,0.0,0.0,14.135950834124209,0,0.0,0.9235415382586286,0,0.0
25.0,1,5.0,0.11627906976744186,13.455306572879891,1,5.0,0.8603225289917873,1,5.0
30.0,0,0.0,0.0,13.60041088439874,0,0.0,0.92436050788829,0,0.0
35.0,0,0.0,0.0,13.60340847369626,0,0.0,0.879283125639011,0,0.0
40.0,2,6.0,0.09090909090909091,13.31299211754172,2,6.0,0.8550497883797672,2,6.0
45.0,4,11.0,0.14666666666666667,12.230976022436616,4,11.0,0.7691094771515722,4,11.0
50.0,11,56.0,0.691358024691358,10.931385484674895,11,56.0,0.6605005377886908,11,56.0
55.0,16,102.0,1.1590909090909092,9.81543276513429,16,112.0,0.6213806953391434,16,112.0
60.0,22,200.0,2.127659574468085,9.76212336615429,22,200.0,0.6009496816501017,22,200.0
65.0,28,326.0,3.227722772277228,9.10686752092633,28,326.0,0.5784497981475606,28,326.0
70.0,12,92.0,0.8761904761904762,8.802368562671475,12,274.0,0.6028960906389118,12,274.0
75.0,6,47.0,0.415929203539823,10.993797137997305,6,83.0,0.733515765758794,6,83.0
80.0,6,21.0,0.17647058823529413,11.090982159098333,6,55.0,0.7161784497481651,6,55.0
85.0,16,78.0,0.6341463414634146,10.882680567715537,16,100.0,0.6869067597226876,16,100.0
90.0,22,169.0,1.3,10.258062140548862,22,192.0,0.6219989535406552,22,192.0
95.0,14,117.0,0.8731343283582089,10.380566530172592,14,172.0,0.6647582289492541,14,172.0
100.0,12,171.0,1.2666666666666666,11.260954101351253,12,178.0,0.7272573493782187,12,178.0
105.0,16,239.0,1.7318840579710144,11.290180466671597,16,239.0,0.7114580222810781,16,239.0
110.0,19,324.0,2.3142857142857145,10.397792023319248,19,324.0,0.5983140237392164,19,324.0
115.0,31,456.0,3.211267605633803,9.975471114277878,31,456.0,0.55412896278159,31,456.0
120.0,36,628.0,4.391608391608392,9.607627715358245,36,628.0,0.5389316398100533,36,628.0
125.0,23,636.0,4.4475524475524475,9.404696581316502,23,693.0,0.5821102756434017,23,693.0
130.0,26,759.0,5.23448275862069,9.695803196926304,26,758.0,0.5925394685958579,26,758.0
135.0,30,899.0,6.033557046979865,9.511776158225604,30,898.0,0.5662013225118256,30,898.0
140.0,36,1070.0,7.0394736842105265,9.11814215290726,36,1069.0,0.5145317373097923,36,1069.0
145.0,41,1271.0,8.417218543046358,9.197101458675881,41,1270.0,0.5106647919100186,41,1270.0
150.0,38,1403.0,9.416107382550335,9.0680787007109,38,1425.0,0.5310976097856179,38,1425.0
155.0,44,1608.0,10.649006622516556,8.433656501025654,44,1608.0,0.47647909642252234,44,1608.0
160.0,49,1845.0,11.751592356687897,8.448990760912183,49,1845.0,0.4844193811895767,49,1845.0
165.0,53,2103.0,13.394904458598726,7.877838547557228,53,2103.0,0.45007742637316184,53,2103.0
170.0,61,2391.0,15.326923076923077,7.128661362514233,61,2391.0,0.41853342406868177,61,2391.0
175.0,76,2733.0,17.18867924528302,6.120474222817866,76,2733.0,0.35490192553404953,76,2733.0
180.0,68,1948.0,12.024691358024691,6.206190393288985,68,2610.0,0.3870510380212637,68,2610.0
185.0,57,1293.0,7.56140350877193,6.460239738582278,55,2339.0,0.39639342414605633,55,2339.0
190.0,44,508.0,2.988235294117647,6.300945520395372,44,2395.0,0.4066368631968369,44,2395.0
195.0,27,283.0,1.6171428571428572,7.091416843608963,27,2191.0,0.4681043012181541,27,2191.0
